"user_id","game_name","payment_month","total_revenue","age","language","previous_paid_month","next_paid_month","next_calendar_month","prev_calendar_month","previous_revenue","future_revenue","new_mrr","new_paid_users","paid_users","expansion_mrr","contraction_mrr","churned_revenue","churned_users","churn_month"
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-08-01 00:00:00.000 +0300,32.13,18,ru,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,117.78,79.56,0,0,1,0,85.65,0,0,
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-09-01 00:00:00.000 +0300,79.56,18,ru,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,32.13,55.11,0,0,1,47.43,0,0,0,
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-10-01 00:00:00.000 +0300,55.11,18,ru,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,79.56,62.55,0,0,1,0,24.45,0,0,
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-11-01 00:00:00.000 +0200,62.55,18,ru,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,55.11,82.41,0,0,1,7.44,0,0,0,
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-12-01 00:00:00.000 +0200,82.41,18,ru,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,62.55,,0,0,1,19.86,0,82.41,1,2023-01-01
HJccOn6v5KHqBa8wRu42oQ==,game 3,2022-03-01 00:00:00.000 +0200,27.6,20,uk,,2022-05-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,18.84,27.6,1,1,0,0,27.6,1,2022-04-01
HJccOn6v5KHqBa8wRu42oQ==,game 3,2022-05-01 00:00:00.000 +0300,18.84,20,uk,2022-03-01 00:00:00.000 +0200,2022-07-01 00:00:00.000 +0300,2022-06-01,2022-04-01,27.6,25.2,0,0,1,0,0,18.84,1,2022-06-01
HJccOn6v5KHqBa8wRu42oQ==,game 3,2022-07-01 00:00:00.000 +0300,25.2,20,uk,2022-05-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-08-01,2022-06-01,18.84,28.14,0,0,1,0,0,25.2,1,2022-08-01
HJccOn6v5KHqBa8wRu42oQ==,game 3,2022-09-01 00:00:00.000 +0300,28.14,20,uk,2022-07-01 00:00:00.000 +0300,,2022-10-01,2022-08-01,25.2,,0,0,1,0,0,28.14,1,2022-10-01
hJC/g1L2PFnPlGoqsvD2/g==,game 3,2022-10-01 00:00:00.000 +0300,28.95,26,ru,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,36.93,28.95,1,1,0,0,0,0,
hJC/g1L2PFnPlGoqsvD2/g==,game 3,2022-11-01 00:00:00.000 +0200,36.93,26,ru,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,28.95,,0,0,1,7.98,0,36.93,1,2022-12-01
HjI8n/FVfaGZ4bIEwrZPGw==,game 3,2022-06-01 00:00:00.000 +0300,31.80,29,ru,,,2022-07-01,2022-05-01,,,31.80,1,1,0,0,31.80,1,2022-07-01
hkNuy6dTFIFcsQQfT5YkwQ==,game 3,2022-04-01 00:00:00.000 +0300,20.25,21,uk,,,2022-05-01,2022-03-01,,,20.25,1,1,0,0,20.25,1,2022-05-01
HQB3hZuYcu0z8jVIl5bbug==,game 3,2022-10-01 00:00:00.000 +0300,61.80,17,uk,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,12.81,61.80,1,1,0,0,0,0,
HQB3hZuYcu0z8jVIl5bbug==,game 3,2022-11-01 00:00:00.000 +0200,12.81,17,uk,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,61.80,22.26,0,0,1,0,48.99,0,0,
HQB3hZuYcu0z8jVIl5bbug==,game 3,2022-12-01 00:00:00.000 +0200,22.26,17,uk,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,12.81,,0,0,1,9.45,0,22.26,1,2023-01-01
HRBsRwGu5mkTvZBTNpA0tQ==,game 3,2022-04-01 00:00:00.000 +0300,59.64,17,ru,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,20.85,59.64,1,1,0,0,0,0,
HRBsRwGu5mkTvZBTNpA0tQ==,game 3,2022-05-01 00:00:00.000 +0300,20.85,17,ru,2022-04-01 00:00:00.000 +0300,,2022-06-01,2022-04-01,59.64,,0,0,1,0,38.79,20.85,1,2022-06-01
hRkRI5YBVIH6bbqIDTbung==,game 3,2022-04-01 00:00:00.000 +0300,67.26,19,uk,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,16.44,67.26,1,1,0,0,0,0,
hRkRI5YBVIH6bbqIDTbung==,game 3,2022-05-01 00:00:00.000 +0300,16.44,19,uk,2022-04-01 00:00:00.000 +0300,,2022-06-01,2022-04-01,67.26,,0,0,1,0,50.82,16.44,1,2022-06-01
hvvcK5gx+FdZE6DZA3df+Q==,game 3,2022-07-01 00:00:00.000 +0300,13.92,29,uk,,,2022-08-01,2022-06-01,,,13.92,1,1,0,0,13.92,1,2022-08-01
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-07-01 00:00:00.000 +0300,28.23,19,uk,,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,,102.48,28.23,1,1,0,0,0,0,
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-08-01 00:00:00.000 +0300,102.48,19,uk,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,28.23,36.90,0,0,1,74.25,0,0,0,
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-09-01 00:00:00.000 +0300,36.90,19,uk,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,102.48,67.02,0,0,1,0,65.58,0,0,
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-10-01 00:00:00.000 +0300,67.02,19,uk,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,36.90,73.20,0,0,1,30.12,0,0,0,
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-11-01 00:00:00.000 +0200,73.20,19,uk,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,67.02,91.77,0,0,1,6.18,0,0,0,
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-12-01 00:00:00.000 +0200,91.77,19,uk,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,73.20,,0,0,1,18.57,0,91.77,1,2023-01-01
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-03-01 00:00:00.000 +0200,66.18,15,uk,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,82.53,66.18,1,1,0,0,0,0,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-04-01 00:00:00.000 +0300,82.53,15,uk,2022-03-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,66.18,122.94,0,0,1,16.35,0,0,0,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-05-01 00:00:00.000 +0300,122.94,15,uk,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,82.53,66.96,0,0,1,40.41,0,0,0,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-06-01 00:00:00.000 +0300,66.96,15,uk,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,122.94,41.67,0,0,1,0,55.98,0,0,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-07-01 00:00:00.000 +0300,41.67,15,uk,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,66.96,71.64,0,0,1,0,25.29,0,0,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-08-01 00:00:00.000 +0300,71.64,15,uk,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,41.67,42.72,0,0,1,29.97,0,0,0,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-09-01 00:00:00.000 +0300,42.72,15,uk,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,71.64,38.40,0,0,1,0,28.92,0,0,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-10-01 00:00:00.000 +0300,38.40,15,uk,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,42.72,62.07,0,0,1,0,4.32,0,0,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-11-01 00:00:00.000 +0200,62.07,15,uk,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,38.40,17.52,0,0,1,23.67,0,0,0,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-12-01 00:00:00.000 +0200,17.52,15,uk,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,62.07,,0,0,1,0,44.55,17.52,1,2023-01-01
hZgZSp9Xf7/Bsye+tOipCA==,game 3,2022-12-01 00:00:00.000 +0200,62.82,19,ru,,,2023-01-01,2022-11-01,,,62.82,1,1,0,0,62.82,1,2023-01-01
HZqx1XVZ1mb7lM9T61x+DA==,game 3,2022-04-01 00:00:00.000 +0300,14.61,43,ru,,2022-08-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,13.47,14.61,1,1,0,0,14.61,1,2022-05-01
HZqx1XVZ1mb7lM9T61x+DA==,game 3,2022-08-01 00:00:00.000 +0300,13.47,43,ru,2022-04-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-09-01,2022-07-01,14.61,13.86,0,0,1,0,0,13.47,1,2022-09-01
HZqx1XVZ1mb7lM9T61x+DA==,game 3,2022-11-01 00:00:00.000 +0200,13.86,43,ru,2022-08-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,13.47,,0,0,1,0,0,13.86,1,2022-12-01
i0Pv5hwwYBxiPeCQ/AmnxQ==,game 3,2022-12-01 00:00:00.000 +0200,62.61,17,ru,,,2023-01-01,2022-11-01,,,62.61,1,1,0,0,62.61,1,2023-01-01
I8yTxTfERu6jtLOfWB0dFQ==,game 3,2022-09-01 00:00:00.000 +0300,43.29,33,ru,,,2022-10-01,2022-08-01,,,43.29,1,1,0,0,43.29,1,2022-10-01
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,2022-08-01 00:00:00.000 +0300,44.37,18,uk,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,41.91,44.37,1,1,0,0,0,0,
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,2022-09-01 00:00:00.000 +0300,41.91,18,uk,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,44.37,80.73,0,0,1,0,2.46,0,0,
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,2022-10-01 00:00:00.000 +0300,80.73,18,uk,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,41.91,31.98,0,0,1,38.82,0,0,0,
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,2022-11-01 00:00:00.000 +0200,31.98,18,uk,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,80.73,,0,0,1,0,48.75,31.98,1,2022-12-01
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-05-01 00:00:00.000 +0300,153.54,19,uk,,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,,103.14,153.54,1,1,0,0,0,0,
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-06-01 00:00:00.000 +0300,103.14,19,uk,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,153.54,84.45,0,0,1,0,50.40,0,0,
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-07-01 00:00:00.000 +0300,84.45,19,uk,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,103.14,54.24,0,0,1,0,18.69,0,0,
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-08-01 00:00:00.000 +0300,54.24,19,uk,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,84.45,41.61,0,0,1,0,30.21,0,0,
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-09-01 00:00:00.000 +0300,41.61,19,uk,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-10-01,2022-08-01,54.24,46.56,0,0,1,0,12.63,41.61,1,2022-10-01
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-12-01 00:00:00.000 +0200,46.56,19,uk,2022-09-01 00:00:00.000 +0300,,2023-01-01,2022-11-01,41.61,,0,0,1,0,0,46.56,1,2023-01-01
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-03-01 00:00:00.000 +0200,26.85,18,uk,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,49.92,26.85,1,1,0,0,0,0,
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-04-01 00:00:00.000 +0300,49.92,18,uk,2022-03-01 00:00:00.000 +0200,2022-06-01 00:00:00.000 +0300,2022-05-01,2022-03-01,26.85,34.89,0,0,1,23.07,0,49.92,1,2022-05-01
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-06-01 00:00:00.000 +0300,34.89,18,uk,2022-04-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,49.92,48.78,0,0,1,0,0,0,0,
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-07-01 00:00:00.000 +0300,48.78,18,uk,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,34.89,18.42,0,0,1,13.89,0,0,0,
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-08-01 00:00:00.000 +0300,18.42,18,uk,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,48.78,53.94,0,0,1,0,30.36,0,0,
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-09-01 00:00:00.000 +0300,53.94,18,uk,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,18.42,15.48,0,0,1,35.52,0,0,0,
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-10-01 00:00:00.000 +0300,15.48,18,uk,2022-09-01 00:00:00.000 +0300,,2022-11-01,2022-09-01,53.94,,0,0,1,0,38.46,15.48,1,2022-11-01
iFnn4bfYgNs8OS5MCcLjeA==,game 3,2022-04-01 00:00:00.000 +0300,18.39,28,uk,,2022-07-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,21.39,18.39,1,1,0,0,18.39,1,2022-05-01
iFnn4bfYgNs8OS5MCcLjeA==,game 3,2022-07-01 00:00:00.000 +0300,21.39,28,uk,2022-04-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-08-01,2022-06-01,18.39,27.93,0,0,1,0,0,21.39,1,2022-08-01
iFnn4bfYgNs8OS5MCcLjeA==,game 3,2022-09-01 00:00:00.000 +0300,27.93,28,uk,2022-07-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,21.39,61.77,0,0,1,0,0,0,0,
iFnn4bfYgNs8OS5MCcLjeA==,game 3,2022-10-01 00:00:00.000 +0300,61.77,28,uk,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,27.93,15.0,0,0,1,33.84,0,0,0,
iFnn4bfYgNs8OS5MCcLjeA==,game 3,2022-11-01 00:00:00.000 +0200,15.0,28,uk,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,61.77,,0,0,1,0,46.77,15.0,1,2022-12-01
iG1GfeiUaaoT1pZksh8QKw==,game 3,2022-11-01 00:00:00.000 +0200,13.65,39,uk,,,2022-12-01,2022-10-01,,,13.65,1,1,0,0,13.65,1,2022-12-01
iIytnKqiHLJVVoC/S4HgPQ==,game 3,2022-07-01 00:00:00.000 +0300,12.51,24,ru,,,2022-08-01,2022-06-01,,,12.51,1,1,0,0,12.51,1,2022-08-01
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-06-01 00:00:00.000 +0300,54.54,24,uk,,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,,17.07,54.54,1,1,0,0,0,0,
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-07-01 00:00:00.000 +0300,17.07,24,uk,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,54.54,58.23,0,0,1,0,37.47,0,0,
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-08-01 00:00:00.000 +0300,58.23,24,uk,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,17.07,50.19,0,0,1,41.16,0,0,0,
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-09-01 00:00:00.000 +0300,50.19,24,uk,2022-08-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-10-01,2022-08-01,58.23,12.12,0,0,1,0,8.04,50.19,1,2022-10-01
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-11-01 00:00:00.000 +0200,12.12,24,uk,2022-09-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,50.19,,0,0,1,0,0,12.12,1,2022-12-01
ilnMSoPJHAYMegDX02XG+w==,game 3,2022-04-01 00:00:00.000 +0300,54.03,25,uk,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,64.86,54.03,1,1,0,0,0,0,
ilnMSoPJHAYMegDX02XG+w==,game 3,2022-05-01 00:00:00.000 +0300,64.86,25,uk,2022-04-01 00:00:00.000 +0300,,2022-06-01,2022-04-01,54.03,,0,0,1,10.83,0,64.86,1,2022-06-01
IS/yKhM20myJT0Ua+1Rk1w==,game 1,2022-11-01 00:00:00.000 +0200,30.54,26,uk,,,2022-12-01,2022-10-01,,,30.54,1,1,0,0,30.54,1,2022-12-01
iw2tiT4Ar7pk2PlF0Jd6Yw==,game 3,2022-12-01 00:00:00.000 +0200,78.00,25,ru,,,2023-01-01,2022-11-01,,,78.00,1,1,0,0,78.00,1,2023-01-01
J6WNl39fdxaY8ZtvV8wNkw==,game 3,2022-03-01 00:00:00.000 +0200,16.14,18,uk,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,18.42,16.14,1,1,0,0,0,0,
J6WNl39fdxaY8ZtvV8wNkw==,game 3,2022-04-01 00:00:00.000 +0300,18.42,18,uk,2022-03-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,16.14,24.99,0,0,1,2.28,0,0,0,
J6WNl39fdxaY8ZtvV8wNkw==,game 3,2022-05-01 00:00:00.000 +0300,24.99,18,uk,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,18.42,41.85,0,0,1,6.57,0,0,0,
J6WNl39fdxaY8ZtvV8wNkw==,game 3,2022-06-01 00:00:00.000 +0300,41.85,18,uk,2022-05-01 00:00:00.000 +0300,,2022-07-01,2022-05-01,24.99,,0,0,1,16.86,0,41.85,1,2022-07-01
JBV4ilPNTtWevrqq146kyg==,game 3,2022-06-01 00:00:00.000 +0300,16.38,43,uk,,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,,34.59,16.38,1,1,0,0,0,0,
JBV4ilPNTtWevrqq146kyg==,game 3,2022-07-01 00:00:00.000 +0300,34.59,43,uk,2022-06-01 00:00:00.000 +0300,,2022-08-01,2022-06-01,16.38,,0,0,1,18.21,0,34.59,1,2022-08-01
jKSOgyMP0Yzld1pVpvyYrg==,game 3,2022-05-01 00:00:00.000 +0300,15.06,36,uk,,2022-08-01 00:00:00.000 +0300,2022-06-01,2022-04-01,,26.31,15.06,1,1,0,0,15.06,1,2022-06-01
jKSOgyMP0Yzld1pVpvyYrg==,game 3,2022-08-01 00:00:00.000 +0300,26.31,36,uk,2022-05-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-09-01,2022-07-01,15.06,12.6,0,0,1,0,0,26.31,1,2022-09-01
jKSOgyMP0Yzld1pVpvyYrg==,game 3,2022-11-01 00:00:00.000 +0200,12.6,36,uk,2022-08-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,26.31,,0,0,1,0,0,12.6,1,2022-12-01
jM8s8LsWXTBSKnIgg7UVjQ==,game 3,2022-12-01 00:00:00.000 +0200,12.6,30,uk,,,2023-01-01,2022-11-01,,,12.6,1,1,0,0,12.6,1,2023-01-01
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-03-01 00:00:00.000 +0200,122.64,25,uk,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,56.16,122.64,1,1,0,0,0,0,
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-04-01 00:00:00.000 +0300,56.16,25,uk,2022-03-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,122.64,18.06,0,0,1,0,66.48,0,0,
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-05-01 00:00:00.000 +0300,18.06,25,uk,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,56.16,63.39,0,0,1,0,38.10,0,0,
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-06-01 00:00:00.000 +0300,63.39,25,uk,2022-05-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-07-01,2022-05-01,18.06,56.10,0,0,1,45.33,0,63.39,1,2022-07-01
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-08-01 00:00:00.000 +0300,56.10,25,uk,2022-06-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-09-01,2022-07-01,63.39,46.89,0,0,1,0,0,56.10,1,2022-09-01
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-10-01 00:00:00.000 +0300,46.89,25,uk,2022-08-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,56.10,59.04,0,0,1,0,0,0,0,
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-11-01 00:00:00.000 +0200,59.04,25,uk,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,46.89,,0,0,1,12.15,0,59.04,1,2022-12-01
jQW6YmVUlZdePPY7F9NgMg==,game 3,2022-09-01 00:00:00.000 +0300,12.12,30,uk,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,40.92,12.12,1,1,0,0,0,0,
jQW6YmVUlZdePPY7F9NgMg==,game 3,2022-10-01 00:00:00.000 +0300,40.92,30,uk,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,12.12,58.32,0,0,1,28.80,0,0,0,
jQW6YmVUlZdePPY7F9NgMg==,game 3,2022-11-01 00:00:00.000 +0200,58.32,30,uk,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,40.92,,0,0,1,17.40,0,58.32,1,2022-12-01
juwM8fLyplCQTgKTP8dJgQ==,game 3,2022-07-01 00:00:00.000 +0300,15.45,34,ru,,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,,13.65,15.45,1,1,0,0,0,0,
juwM8fLyplCQTgKTP8dJgQ==,game 3,2022-08-01 00:00:00.000 +0300,13.65,34,ru,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,15.45,49.89,0,0,1,0,1.80,0,0,
juwM8fLyplCQTgKTP8dJgQ==,game 3,2022-09-01 00:00:00.000 +0300,49.89,34,ru,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,13.65,55.50,0,0,1,36.24,0,0,0,
juwM8fLyplCQTgKTP8dJgQ==,game 3,2022-10-01 00:00:00.000 +0300,55.50,34,ru,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,49.89,16.44,0,0,1,5.61,0,0,0,
juwM8fLyplCQTgKTP8dJgQ==,game 3,2022-11-01 00:00:00.000 +0200,16.44,34,ru,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,55.50,,0,0,1,0,39.06,16.44,1,2022-12-01
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-03-01 00:00:00.000 +0200,17.46,20,uk,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,58.44,17.46,1,1,0,0,0,0,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-04-01 00:00:00.000 +0300,58.44,20,uk,2022-03-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,17.46,54.27,0,0,1,40.98,0,0,0,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-05-01 00:00:00.000 +0300,54.27,20,uk,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,58.44,66.45,0,0,1,0,4.17,0,0,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-06-01 00:00:00.000 +0300,66.45,20,uk,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,54.27,36.21,0,0,1,12.18,0,0,0,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-07-01 00:00:00.000 +0300,36.21,20,uk,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,66.45,24.09,0,0,1,0,30.24,0,0,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-08-01 00:00:00.000 +0300,24.09,20,uk,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,36.21,42.39,0,0,1,0,12.12,0,0,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-09-01 00:00:00.000 +0300,42.39,20,uk,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,24.09,78.48,0,0,1,18.30,0,0,0,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-10-01 00:00:00.000 +0300,78.48,20,uk,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,42.39,25.38,0,0,1,36.09,0,0,0,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-11-01 00:00:00.000 +0200,25.38,20,uk,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,78.48,39.99,0,0,1,0,53.10,0,0,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-12-01 00:00:00.000 +0200,39.99,20,uk,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,25.38,,0,0,1,14.61,0,39.99,1,2023-01-01
JZddlB04roDQYT2zrRPBcA==,game 3,2022-08-01 00:00:00.000 +0300,12.45,44,uk,,,2022-09-01,2022-07-01,,,12.45,1,1,0,0,12.45,1,2022-09-01
