"user_id","game_name","payment_month","total_revenue","age","language","previous_paid_month","next_paid_month","next_calendar_month","prev_calendar_month","previous_revenue","future_revenue","new_mrr","new_paid_users","paid_users","expansion_mrr","contraction_mrr","churned_revenue","churned_users","churn_month"
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-04-01 00:00:00.000 +0300,12.03,34,ru,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,28.32,12.03,1,1,0,0,0,0,
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-05-01 00:00:00.000 +0300,28.32,34,ru,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,12.03,29.07,0,0,1,16.29,0,0,0,
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-06-01 00:00:00.000 +0300,29.07,34,ru,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,28.32,25.23,0,0,1,0.75,0,0,0,
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-07-01 00:00:00.000 +0300,25.23,34,ru,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,29.07,18.9,0,0,1,0,3.84,0,0,
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-08-01 00:00:00.000 +0300,18.9,34,ru,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,25.23,48.72,0,0,1,0,6.33,0,0,
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-09-01 00:00:00.000 +0300,48.72,34,ru,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,18.9,25.74,0,0,1,29.82,0,0,0,
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-10-01 00:00:00.000 +0300,25.74,34,ru,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,48.72,39.78,0,0,1,0,22.98,0,0,
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-11-01 00:00:00.000 +0200,39.78,34,ru,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,25.74,,0,0,1,14.04,0,39.78,1,2022-12-01
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-05-01 00:00:00.000 +0300,13.8,31,uk,,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,,48.21,13.8,1,1,0,0,0,0,
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-06-01 00:00:00.000 +0300,48.21,31,uk,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,13.8,52.77,0,0,1,34.41,0,0,0,
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-07-01 00:00:00.000 +0300,52.77,31,uk,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,48.21,40.83,0,0,1,4.56,0,0,0,
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-08-01 00:00:00.000 +0300,40.83,31,uk,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,52.77,35.49,0,0,1,0,11.94,0,0,
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-09-01 00:00:00.000 +0300,35.49,31,uk,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,40.83,35.73,0,0,1,0,5.34,0,0,
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-10-01 00:00:00.000 +0300,35.73,31,uk,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,35.49,72.93,0,0,1,0.24,0,0,0,
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-11-01 00:00:00.000 +0200,72.93,31,uk,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,35.73,,0,0,1,37.20,0,72.93,1,2022-12-01
"0afix9qVNfU3GJY1n0QGkw==",game 3,2022-09-01 00:00:00.000 +0300,32.28,25,uk,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,13.23,32.28,1,1,0,0,0,0,
"0afix9qVNfU3GJY1n0QGkw==",game 3,2022-10-01 00:00:00.000 +0300,13.23,25,uk,2022-09-01 00:00:00.000 +0300,,2022-11-01,2022-09-01,32.28,,0,0,1,0,19.05,13.23,1,2022-11-01
"0dJXy70SFjxVR6YgOPZzMQ==",game 3,2022-11-01 00:00:00.000 +0200,17.19,27,uk,,,2022-12-01,2022-10-01,,,17.19,1,1,0,0,17.19,1,2022-12-01
"14RMzQMoG017OLkaDBFjng==",game 3,2022-07-01 00:00:00.000 +0300,14.43,36,uk,,2022-11-01 00:00:00.000 +0200,2022-08-01,2022-06-01,,12.75,14.43,1,1,0,0,14.43,1,2022-08-01
"14RMzQMoG017OLkaDBFjng==",game 3,2022-11-01 00:00:00.000 +0200,12.75,36,uk,2022-07-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,14.43,,0,0,1,0,0,12.75,1,2022-12-01
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-08-01 00:00:00.000 +0300,89.04,23,ru,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,34.8,89.04,1,1,0,0,0,0,
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-09-01 00:00:00.000 +0300,34.8,23,ru,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,89.04,55.80,0,0,1,0,54.24,0,0,
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-10-01 00:00:00.000 +0300,55.80,23,ru,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,34.8,148.14,0,0,1,21.00,0,0,0,
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-11-01 00:00:00.000 +0200,148.14,23,ru,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,55.80,,0,0,1,92.34,0,148.14,1,2022-12-01
"1dvc3uv3gFy83YY5oJeFkQ==",game 3,2022-08-01 00:00:00.000 +0300,45.93,17,uk,,,2022-09-01,2022-07-01,,,45.93,1,1,0,0,45.93,1,2022-09-01
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-06-01 00:00:00.000 +0300,56.13,25,ru,,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,,16.29,56.13,1,1,0,0,0,0,
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-07-01 00:00:00.000 +0300,16.29,25,ru,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,56.13,21.18,0,0,1,0,39.84,0,0,
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-08-01 00:00:00.000 +0300,21.18,25,ru,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,16.29,13.71,0,0,1,4.89,0,0,0,
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-09-01 00:00:00.000 +0300,13.71,25,ru,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,21.18,46.98,0,0,1,0,7.47,0,0,
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-10-01 00:00:00.000 +0300,46.98,25,ru,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,13.71,20.13,0,0,1,33.27,0,0,0,
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-11-01 00:00:00.000 +0200,20.13,25,ru,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,46.98,38.37,0,0,1,0,26.85,0,0,
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-12-01 00:00:00.000 +0200,38.37,25,ru,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,20.13,,0,0,1,18.24,0,38.37,1,2023-01-01
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-09-01 00:00:00.000 +0300,58.20,22,uk,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,77.19,58.20,1,1,0,0,0,0,
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-10-01 00:00:00.000 +0300,77.19,22,uk,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,58.20,63.27,0,0,1,18.99,0,0,0,
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-11-01 00:00:00.000 +0200,63.27,22,uk,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,77.19,21.72,0,0,1,0,13.92,0,0,
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-12-01 00:00:00.000 +0200,21.72,22,uk,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,63.27,,0,0,1,0,41.55,21.72,1,2023-01-01
"1tIsLi6U0zW1RIuaViNanA==",game 3,2022-09-01 00:00:00.000 +0300,33.36,20,uk,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,29.25,33.36,1,1,0,0,0,0,
"1tIsLi6U0zW1RIuaViNanA==",game 3,2022-10-01 00:00:00.000 +0300,29.25,20,uk,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,33.36,18.15,0,0,1,0,4.11,0,0,
"1tIsLi6U0zW1RIuaViNanA==",game 3,2022-11-01 00:00:00.000 +0200,18.15,20,uk,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,29.25,69.48,0,0,1,0,11.10,0,0,
"1tIsLi6U0zW1RIuaViNanA==",game 3,2022-12-01 00:00:00.000 +0200,69.48,20,uk,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,18.15,,0,0,1,51.33,0,69.48,1,2023-01-01
"29qvbD06oXdmg5G7X/Wigw==",game 3,2022-12-01 00:00:00.000 +0200,24.51,17,uk,,,2023-01-01,2022-11-01,,,24.51,1,1,0,0,24.51,1,2023-01-01
"2be8IOVjt9pzDDEVqZwIKQ==",game 3,2022-10-01 00:00:00.000 +0300,27.0,25,ru,,2022-12-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,69.96,27.0,1,1,0,0,27.0,1,2022-11-01
"2be8IOVjt9pzDDEVqZwIKQ==",game 3,2022-12-01 00:00:00.000 +0200,69.96,25,ru,2022-10-01 00:00:00.000 +0300,,2023-01-01,2022-11-01,27.0,,0,0,1,0,0,69.96,1,2023-01-01
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-04-01 00:00:00.000 +0300,56.85,20,ru,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,30.33,56.85,1,1,0,0,0,0,
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-05-01 00:00:00.000 +0300,30.33,20,ru,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,56.85,22.47,0,0,1,0,26.52,0,0,
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-06-01 00:00:00.000 +0300,22.47,20,ru,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,30.33,24.84,0,0,1,0,7.86,0,0,
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-07-01 00:00:00.000 +0300,24.84,20,ru,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,22.47,14.19,0,0,1,2.37,0,0,0,
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-08-01 00:00:00.000 +0300,14.19,20,ru,2022-07-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-09-01,2022-07-01,24.84,42.84,0,0,1,0,10.65,14.19,1,2022-09-01
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-10-01 00:00:00.000 +0300,42.84,20,ru,2022-08-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,14.19,29.13,0,0,1,0,0,0,0,
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-11-01 00:00:00.000 +0200,29.13,20,ru,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,42.84,14.13,0,0,1,0,13.71,0,0,
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-12-01 00:00:00.000 +0200,14.13,20,ru,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,29.13,,0,0,1,0,15.00,14.13,1,2023-01-01
"2KL9Q4TKLCcD4cngwhx6Dg==",game 3,2022-09-01 00:00:00.000 +0300,14.04,18,ru,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,56.04,14.04,1,1,0,0,0,0,
"2KL9Q4TKLCcD4cngwhx6Dg==",game 3,2022-10-01 00:00:00.000 +0300,56.04,18,ru,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,14.04,24.84,0,0,1,42.00,0,0,0,
"2KL9Q4TKLCcD4cngwhx6Dg==",game 3,2022-11-01 00:00:00.000 +0200,24.84,18,ru,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,56.04,,0,0,1,0,31.20,24.84,1,2022-12-01
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-08-01 00:00:00.000 +0300,50.04,16,uk,,2022-10-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,42.72,50.04,1,1,0,0,50.04,1,2022-09-01
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-10-01 00:00:00.000 +0300,42.72,16,uk,2022-08-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,50.04,22.68,0,0,1,0,0,0,0,
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-11-01 00:00:00.000 +0200,22.68,16,uk,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,42.72,106.38,0,0,1,0,20.04,0,0,
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-12-01 00:00:00.000 +0200,106.38,16,uk,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,22.68,,0,0,1,83.70,0,106.38,1,2023-01-01
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-04-01 00:00:00.000 +0300,54.96,23,uk,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,72.06,54.96,1,1,0,0,0,0,
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-05-01 00:00:00.000 +0300,72.06,23,uk,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,54.96,25.35,0,0,1,17.10,0,0,0,
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-06-01 00:00:00.000 +0300,25.35,23,uk,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,72.06,38.10,0,0,1,0,46.71,0,0,
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-07-01 00:00:00.000 +0300,38.10,23,uk,2022-06-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-08-01,2022-06-01,25.35,12.12,0,0,1,12.75,0,38.10,1,2022-08-01
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-09-01 00:00:00.000 +0300,12.12,23,uk,2022-07-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,38.10,21.87,0,0,1,0,0,0,0,
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-10-01 00:00:00.000 +0300,21.87,23,uk,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,12.12,15.99,0,0,1,9.75,0,0,0,
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-11-01 00:00:00.000 +0200,15.99,23,uk,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,21.87,,0,0,1,0,5.88,15.99,1,2022-12-01
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-03-01 00:00:00.000 +0200,23.76,16,ru,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,81.42,23.76,1,1,0,0,0,0,
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-04-01 00:00:00.000 +0300,81.42,16,ru,2022-03-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,23.76,15.69,0,0,1,57.66,0,0,0,
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-05-01 00:00:00.000 +0300,15.69,16,ru,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,81.42,34.35,0,0,1,0,65.73,0,0,
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-06-01 00:00:00.000 +0300,34.35,16,ru,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,15.69,50.58,0,0,1,18.66,0,0,0,
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-07-01 00:00:00.000 +0300,50.58,16,ru,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,34.35,97.08,0,0,1,16.23,0,0,0,
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-08-01 00:00:00.000 +0300,97.08,16,ru,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,50.58,18.72,0,0,1,46.50,0,0,0,
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-09-01 00:00:00.000 +0300,18.72,16,ru,2022-08-01 00:00:00.000 +0300,,2022-10-01,2022-08-01,97.08,,0,0,1,0,78.36,18.72,1,2022-10-01
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-06-01 00:00:00.000 +0300,74.85,16,uk,,2022-08-01 00:00:00.000 +0300,2022-07-01,2022-05-01,,20.19,74.85,1,1,0,0,74.85,1,2022-07-01
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-08-01 00:00:00.000 +0300,20.19,16,uk,2022-06-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,74.85,48.27,0,0,1,0,0,0,0,
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-09-01 00:00:00.000 +0300,48.27,16,uk,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,20.19,29.22,0,0,1,28.08,0,0,0,
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-10-01 00:00:00.000 +0300,29.22,16,uk,2022-09-01 00:00:00.000 +0300,,2022-11-01,2022-09-01,48.27,,0,0,1,0,19.05,29.22,1,2022-11-01
"3KSfEl7FcP/+5FSUNXs5Aw==",game 3,2022-10-01 00:00:00.000 +0300,23.31,28,ru,,,2022-11-01,2022-09-01,,,23.31,1,1,0,0,23.31,1,2022-11-01
"3OXz+Ar2gN+zfGLZTRCVMQ==",game 3,2022-12-01 00:00:00.000 +0200,18.9,16,uk,,,2023-01-01,2022-11-01,,,18.9,1,1,0,0,18.9,1,2023-01-01
"3rCdNEPkh3vwmYB0BVadEw==",game 3,2022-05-01 00:00:00.000 +0300,22.86,27,ru,,2022-07-01 00:00:00.000 +0300,2022-06-01,2022-04-01,,21.87,22.86,1,1,0,0,22.86,1,2022-06-01
"3rCdNEPkh3vwmYB0BVadEw==",game 3,2022-07-01 00:00:00.000 +0300,21.87,27,ru,2022-05-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,22.86,17.34,0,0,1,0,0,0,0,
"3rCdNEPkh3vwmYB0BVadEw==",game 3,2022-08-01 00:00:00.000 +0300,17.34,27,ru,2022-07-01 00:00:00.000 +0300,,2022-09-01,2022-07-01,21.87,,0,0,1,0,4.53,17.34,1,2022-09-01
"3TfpxDVNF0T+g4S60EOCBw==",game 3,2022-11-01 00:00:00.000 +0200,15.27,28,uk,,,2022-12-01,2022-10-01,,,15.27,1,1,0,0,15.27,1,2022-12-01
"3v8rT35Ra6ui/zatnMoTIw==",game 3,2022-11-01 00:00:00.000 +0200,17.85,28,uk,,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,,43.62,17.85,1,1,0,0,0,0,
"3v8rT35Ra6ui/zatnMoTIw==",game 3,2022-12-01 00:00:00.000 +0200,43.62,28,uk,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,17.85,,0,0,1,25.77,0,43.62,1,2023-01-01
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-04-01 00:00:00.000 +0300,59.67,21,uk,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,12.36,59.67,1,1,0,0,0,0,
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-05-01 00:00:00.000 +0300,12.36,21,uk,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,59.67,20.13,0,0,1,0,47.31,0,0,
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-06-01 00:00:00.000 +0300,20.13,21,uk,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,12.36,15.78,0,0,1,7.77,0,0,0,
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-07-01 00:00:00.000 +0300,15.78,21,uk,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,20.13,17.16,0,0,1,0,4.35,0,0,
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-08-01 00:00:00.000 +0300,17.16,21,uk,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,15.78,19.74,0,0,1,1.38,0,0,0,
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-09-01 00:00:00.000 +0300,19.74,21,uk,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-10-01,2022-08-01,17.16,26.73,0,0,1,2.58,0,19.74,1,2022-10-01
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-12-01 00:00:00.000 +0200,26.73,21,uk,2022-09-01 00:00:00.000 +0300,,2023-01-01,2022-11-01,19.74,,0,0,1,0,0,26.73,1,2023-01-01
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-06-01 00:00:00.000 +0300,12.69,25,uk,,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,,41.73,12.69,1,1,0,0,0,0,
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-07-01 00:00:00.000 +0300,41.73,25,uk,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,12.69,19.86,0,0,1,29.04,0,0,0,
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-08-01 00:00:00.000 +0300,19.86,25,uk,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,41.73,34.32,0,0,1,0,21.87,0,0,
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-09-01 00:00:00.000 +0300,34.32,25,uk,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,19.86,30.9,0,0,1,14.46,0,0,0,
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-10-01 00:00:00.000 +0300,30.9,25,uk,2022-09-01 00:00:00.000 +0300,,2022-11-01,2022-09-01,34.32,,0,0,1,0,3.42,30.9,1,2022-11-01
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-03-01 00:00:00.000 +0200,27.15,20,uk,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,14.94,27.15,1,1,0,0,0,0,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-04-01 00:00:00.000 +0300,14.94,20,uk,2022-03-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,27.15,26.40,0,0,1,0,12.21,0,0,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-05-01 00:00:00.000 +0300,26.40,20,uk,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,14.94,22.83,0,0,1,11.46,0,0,0,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-06-01 00:00:00.000 +0300,22.83,20,uk,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,26.40,89.28,0,0,1,0,3.57,0,0,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-07-01 00:00:00.000 +0300,89.28,20,uk,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,22.83,16.56,0,0,1,66.45,0,0,0,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-08-01 00:00:00.000 +0300,16.56,20,uk,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,89.28,18.24,0,0,1,0,72.72,0,0,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-09-01 00:00:00.000 +0300,18.24,20,uk,2022-08-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-10-01,2022-08-01,16.56,31.26,0,0,1,1.68,0,18.24,1,2022-10-01
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-11-01 00:00:00.000 +0200,31.26,20,uk,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,18.24,21.75,0,0,1,0,0,0,0,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-12-01 00:00:00.000 +0200,21.75,20,uk,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,31.26,,0,0,1,0,9.51,21.75,1,2023-01-01
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-03-01 00:00:00.000 +0200,17.79,20,ru,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,125.97,17.79,1,1,0,0,0,0,
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-04-01 00:00:00.000 +0300,125.97,20,ru,2022-03-01 00:00:00.000 +0200,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,17.79,91.68,0,0,1,108.18,0,0,0,
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-05-01 00:00:00.000 +0300,91.68,20,ru,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,125.97,27.87,0,0,1,0,34.29,0,0,
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-06-01 00:00:00.000 +0300,27.87,20,ru,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,91.68,40.71,0,0,1,0,63.81,0,0,
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-07-01 00:00:00.000 +0300,40.71,20,ru,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,27.87,47.91,0,0,1,12.84,0,0,0,
